epoch,step,train_loss,train_loss_epoch
200,1220999,0.058254677802324295,
200,1222220,0.052805203944444656,
200,1223441,0.05052082985639572,
200,1224662,0.049505118280649185,
200,1225883,0.04896979406476021,
200,1226903,,0.051209330558776855
201,1227104,0.04822317138314247,
201,1228325,0.04735816642642021,
201,1229546,0.04720691218972206,
201,1230767,0.046690262854099274,
201,1231988,0.04599115625023842,
201,1233007,,0.04698951542377472
202,1233209,0.04630247503519058,
202,1234430,0.04561271890997887,
202,1235651,0.04567448049783707,
202,1236872,0.04533784091472626,
202,1238093,0.04532431438565254,
202,1239111,,0.04559660330414772
203,1239314,0.04503767937421799,
203,1240535,0.04530218616127968,
203,1241756,0.044912487268447876,
203,1242977,0.044407181441783905,
203,1244198,0.044494397938251495,
203,1245215,,0.04474009573459625
204,1245419,0.0443083792924881,
204,1246640,0.04414045065641403,
204,1247861,0.04482749104499817,
204,1249082,0.04374171048402786,
204,1250303,0.044036347419023514,
204,1251319,,0.04413902387022972
205,1251524,0.04426209628582001,
205,1252745,0.044391535222530365,
205,1253966,0.043025001883506775,
205,1255187,0.04368361085653305,
205,1256408,0.04332949221134186,
205,1257423,,0.04369103163480759
206,1257629,0.043130867183208466,
206,1258850,0.04349272698163986,
206,1260071,0.04342212527990341,
206,1261292,0.04319092258810997,
206,1262513,0.04321484640240669,
206,1263527,,0.04329565539956093
207,1263734,0.04272613674402237,
207,1264955,0.043121952563524246,
207,1266176,0.042423028498888016,
207,1267397,0.04231393337249756,
207,1268618,0.04304379224777222,
207,1269631,,0.04293422773480415
208,1269839,0.04373402148485184,
208,1271060,0.0433419868350029,
208,1272281,0.04244827479124069,
208,1273502,0.04252258688211441,
208,1274723,0.04236656427383423,
208,1275735,,0.04267609491944313
209,1275944,0.042606886476278305,
209,1277165,0.04257819056510925,
209,1278386,0.04290100187063217,
209,1279607,0.042339153587818146,
209,1280828,0.041917309165000916,
209,1281839,,0.04234473779797554
210,1282049,0.04193749278783798,
210,1283270,0.04231913387775421,
210,1284491,0.04216473922133446,
210,1285712,0.042605508118867874,
210,1286933,0.04145768657326698,
210,1287943,,0.04214096441864967
211,1288154,0.04235962778329849,
211,1289375,0.042513422667980194,
211,1290596,0.04178117215633392,
211,1291817,0.04083506762981415,
211,1293038,0.04130350425839424,
211,1294047,,0.04188936948776245
212,1294259,0.0413539782166481,
