epoch,step,train_loss,train_loss_epoch
100,610499,0.05244704708456993,
100,611720,0.04753375053405762,
100,612941,0.04868895560503006,
100,614162,0.04764134809374809,
100,615383,0.04619111120700836,
100,616503,,0.048030707985162735
101,616604,0.046381875872612,
101,617825,0.04662518948316574,
101,619046,0.04561466723680496,
101,620267,0.04714337736368179,
101,621488,0.04566170275211334,
101,622607,,0.045825500041246414
102,622709,0.04456494748592377,
102,623930,0.04495770484209061,
102,625151,0.04422391951084137,
102,626372,0.044060416519641876,
102,627593,0.04449258744716644,
102,628711,,0.044691380113363266
103,628814,0.04418507590889931,
103,630035,0.04393693059682846,
103,631256,0.04395487159490585,
103,632477,0.04329894110560417,
103,633698,0.04337508603930473,
103,634815,,0.04366311430931091
104,634919,0.043526142835617065,
104,636140,0.04257935285568237,
104,637361,0.04358382150530815,
104,638582,0.04304277524352074,
104,639803,0.042223088443279266,
104,640919,,0.04276641085743904
105,641024,0.04244844987988472,
105,642245,0.04196980223059654,
105,643466,0.04122902452945709,
105,644687,0.0421224907040596,
105,645908,0.04189876839518547,
105,647023,,0.04195532947778702
106,647129,0.04112660139799118,
106,648350,0.04217223823070526,
106,649571,0.0421689972281456,
106,650792,0.04127727821469307,
106,652013,0.04183715209364891,
106,653127,,0.041202738881111145
107,653234,0.03973288834095001,
107,654455,0.040743350982666016,
107,655676,0.03990510106086731,
107,656897,0.03953613340854645,
107,658118,0.04057227820158005,
107,659231,,0.040465157479047775
108,659339,0.04048546776175499,
108,660560,0.03938991576433182,
108,661781,0.039987869560718536,
108,663002,0.040160611271858215,
108,664223,0.0398389995098114,
108,665335,,0.03984016180038452
109,665444,0.03924604505300522,
109,666665,0.03963399678468704,
109,667886,0.038857266306877136,
109,669107,0.03899576514959335,
109,670328,0.038535382598638535,
109,671439,,0.039208222180604935
110,671549,0.039061471819877625,
110,672770,0.03853446990251541,
110,673991,0.036860235035419464,
110,675212,0.03882812708616257,
110,676433,0.03896282613277435,
110,677543,,0.038644809275865555
111,677654,0.037860509008169174,
111,678875,0.03920905664563179,
111,680096,0.03822450339794159,
111,681317,0.037833161652088165,
111,682538,0.03744298219680786,
111,683647,,0.03815042972564697
112,683759,0.037685032933950424,
112,684980,0.037729401141405106,
112,686201,0.036965567618608475,
112,687422,0.038600511848926544,
112,688643,0.03787755221128464,
112,689751,,0.03766311705112457
113,689864,0.03739169239997864,
113,691085,0.03774880990386009,
113,692306,0.03730424866080284,
113,693527,0.03722846508026123,
113,694748,0.03766834735870361,
113,695855,,0.03727635741233826
114,695969,0.03704378753900528,
114,697190,0.03721613436937332,
114,698411,0.03630771487951279,
114,699632,0.036136195063591,
114,700853,0.036320704966783524,
114,701959,,0.03687950223684311
115,702074,0.037625502794981,
115,703295,0.03650522977113724,
115,704516,0.03672608733177185,
115,705737,0.036196161061525345,
115,706958,0.03647621348500252,
115,708063,,0.036516498774290085
116,708179,0.03708822652697563,
116,709400,0.03679916262626648,
116,710621,0.036361753940582275,
116,711842,0.036769334226846695,
116,713063,0.03568185865879059,
116,714167,,0.036126758903265
117,714284,0.03598260134458542,
117,715505,0.03558714687824249,
117,716726,0.03561163693666458,
117,717947,0.03585420176386833,
117,719168,0.03615475445985794,
117,720271,,0.03582942485809326
118,720389,0.03558049350976944,
118,721610,0.03594397008419037,
118,722831,0.03482756018638611,
118,724052,0.03536378592252731,
118,725273,0.035450614988803864,
118,726375,,0.03553896024823189
119,726494,0.0345572829246521,
119,727715,0.035984985530376434,
119,728936,0.03504403680562973,
119,730157,0.03543785586953163,
119,731378,0.03526289016008377,
119,732479,,0.0352560356259346
120,732599,0.035207077860832214,
120,733820,0.034879617393016815,
120,735041,0.03473871201276779,
120,736262,0.03461385890841484,
120,737483,0.03458264842629433,
120,738583,,0.035007137805223465
121,738704,0.03497026115655899,
121,739925,0.03444662690162659,
121,741146,0.03384505212306976,
121,742367,0.03479395806789398,
121,743588,0.03437727317214012,
121,744687,,0.034715037792921066
122,744809,0.03505535423755646,
122,746030,0.034860119223594666,
122,747251,0.03428628295660019,
122,748472,0.034954555332660675,
122,749693,0.034898705780506134,
122,750791,,0.034506335854530334
123,750914,0.03368885815143585,
123,752135,0.03485304117202759,
123,753356,0.03426136448979378,
123,754577,0.0338577963411808,
123,755798,0.0342361256480217,
123,756895,,0.03430788964033127
124,757019,0.03440634906291962,
124,758240,0.03469951078295708,
124,759461,0.03415247052907944,
124,760682,0.034481607377529144,
124,761903,0.03338933736085892,
124,762999,,0.034129705280065536
125,763124,0.03473716974258423,
125,764345,0.033291712403297424,
125,765566,0.03316322714090347,
125,766787,0.033868663012981415,
125,768008,0.033514268696308136,
125,769103,,0.03394145146012306
126,769229,0.03414041921496391,
126,770450,0.03334619104862213,
126,771671,0.03398981690406799,
126,772892,0.033793214708566666,
126,774113,0.0334085151553154,
126,775207,,0.03367113694548607
127,775334,0.033055707812309265,
127,776555,0.03354276716709137,
127,777776,0.03368232026696205,
127,778997,0.032407499849796295,
127,780218,0.03299276903271675,
127,781311,,0.03351886197924614
128,781439,0.03306099772453308,
128,782660,0.033235497772693634,
128,783881,0.03393092006444931,
128,785102,0.03319694846868515,
128,786323,0.03309917822480202,
128,787415,,0.03336514160037041
129,787544,0.03336985409259796,
129,788765,0.03286822885274887,
129,789986,0.032596342265605927,
129,791207,0.03313163295388222,
129,792428,0.03332366794347763,
129,793519,,0.03322749212384224
130,793649,0.03332056850194931,
130,794870,0.03333118557929993,
130,796091,0.033193789422512054,
130,797312,0.03358311951160431,
130,798533,0.032425351440906525,
130,799623,,0.03311628848314285
131,799754,0.032827623188495636,
131,800975,0.032995108515024185,
131,802196,0.03262138366699219,
131,803417,0.032893408089876175,
131,804638,0.032434575259685516,
131,805727,,0.032931260764598846
132,805859,0.0327640026807785,
132,807080,0.0324300155043602,
132,808301,0.03272034600377083,
132,809522,0.032877709716558456,
132,810743,0.033010032027959824,
132,811831,,0.03278930112719536
133,811964,0.032770879566669464,
133,813185,0.0321369394659996,
133,814406,0.03238193690776825,
133,815627,0.03290969133377075,
133,816848,0.03256656974554062,
133,817935,,0.03258662670850754
134,818069,0.03250257670879364,
134,819290,0.032395876944065094,
134,820511,0.03230229765176773,
134,821732,0.03332461789250374,
134,822953,0.032465383410453796,
134,824039,,0.03252788260579109
135,824174,0.03324064239859581,
135,825395,0.03339487686753273,
135,826616,0.03192291408777237,
135,827837,0.032119423151016235,
135,829058,0.03266392648220062,
135,830143,,0.0324106439948082
136,830279,0.03196530044078827,
136,831500,0.03149173781275749,
136,832721,0.03273504227399826,
136,833942,0.03130611404776573,
136,835163,0.031929221004247665,
136,836247,,0.03226616978645325
137,836384,0.03174448013305664,
137,837605,0.032112281769514084,
137,838826,0.03187864273786545,
137,840047,0.03187406808137894,
137,841268,0.03212655335664749,
137,842351,,0.032117441296577454
138,842489,0.03209640085697174,
138,843710,0.03196936473250389,
138,844931,0.031588997691869736,
138,846152,0.031718865036964417,
138,847373,0.032308321446180344,
138,848455,,0.032078903168439865
139,848594,0.03251064196228981,
139,849815,0.03234201297163963,
139,851036,0.031868454068899155,
139,852257,0.031718820333480835,
139,853478,0.03198988363146782,
139,854559,,0.03197009488940239
140,854699,0.03180666267871857,
140,855920,0.03254384547472,
140,857141,0.03169667720794678,
140,858362,0.031421612948179245,
140,859583,0.03178919851779938,
140,860663,,0.03188532963395119
141,860804,0.03231527656316757,
141,862025,0.03135038912296295,
141,863246,0.03181863948702812,
141,864467,0.0318867564201355,
141,865688,0.031463757157325745,
141,866767,,0.03177453204989433
142,866909,0.031842298805713654,
142,868130,0.031669169664382935,
142,869351,0.031790584325790405,
142,870572,0.030836476013064384,
142,871793,0.030864425003528595,
142,872871,,0.03166305646300316
143,873014,0.03254510089755058,
143,874235,0.03166817128658295,
143,875456,0.03121141903102398,
143,876677,0.031509287655353546,
143,877898,0.03170783817768097,
143,878975,,0.03164191544055939
144,879119,0.03128083050251007,
144,880340,0.03082096576690674,
144,881561,0.03122156858444214,
144,882782,0.03197326511144638,
144,884003,0.03216104209423065,
144,885079,,0.03150578588247299
145,885224,0.03134152293205261,
145,886445,0.031682681292295456,
145,887666,0.031675852835178375,
145,888887,0.03048996441066265,
145,890108,0.03194393217563629,
145,891183,,0.03139735758304596
146,891329,0.03153618425130844,
146,892550,0.03077242150902748,
146,893771,0.031606368720531464,
146,894992,0.03159697353839874,
146,896213,0.03167388588190079,
146,897287,,0.03132839500904083
147,897434,0.03178064152598381,
147,898655,0.03152243793010712,
147,899876,0.030552323907613754,
147,901097,0.030475474894046783,
147,902318,0.03145325928926468,
147,903391,,0.031242363154888153
148,903539,0.03098842315375805,
148,904760,0.031031683087348938,
148,905981,0.031021881848573685,
148,907202,0.031099747866392136,
148,908423,0.031957533210515976,
148,909495,,0.031197044998407364
149,909644,0.031004399061203003,
149,910865,0.031046360731124878,
149,912086,0.03150156885385513,
149,913307,0.03090411052107811,
149,914528,0.03106190823018551,
149,915599,,0.03105955198407173
150,915749,0.03055005706846714,
150,916970,0.030741039663553238,
150,918191,0.030503030866384506,
150,919412,0.03127673640847206,
150,920633,0.03099539689719677,
150,921703,,0.031021054834127426
151,921854,0.031676940619945526,
151,923075,0.030606795102357864,
151,924296,0.03123617172241211,
151,925517,0.030525367707014084,
151,926738,0.030599508434534073,
151,927807,,0.030952585861086845
152,927959,0.03126135095953941,
152,929180,0.03125443309545517,
152,930401,0.03064546547830105,
152,931622,0.030726108700037003,
152,932843,0.031179657205939293,
152,933911,,0.03087814711034298
153,934064,0.0306028351187706,
153,935285,0.03019910492002964,
153,936506,0.030226778239011765,
153,937727,0.030978627502918243,
153,938948,0.03109132871031761,
153,940015,,0.03083028644323349
154,940169,0.031294990330934525,
154,941390,0.030563734471797943,
154,942611,0.031023986637592316,
154,943832,0.03030422516167164,
154,945053,0.03066476806998253,
154,946119,,0.030764825642108917
155,946274,0.030731093138456345,
155,947495,0.030651524662971497,
155,948716,0.03066372498869896,
155,949937,0.030822398141026497,
155,951158,0.030887525528669357,
155,952223,,0.03072309121489525
156,952379,0.030836498364806175,
156,953600,0.030478300526738167,
156,954821,0.03047671541571617,
156,956042,0.029962632805109024,
156,957263,0.030160292983055115,
156,958327,,0.03065481409430504
157,958484,0.030687615275382996,
157,959705,0.031025100499391556,
157,960926,0.030546054244041443,
157,962147,0.030439451336860657,
157,963368,0.030521711334586143,
157,964431,,0.030605530366301537
158,964589,0.03044811077415943,
